repo,issue_number,issue_title,issue_created_at,issue_closed_at,resolution_days,resolution_hours,resolution_minutes
run-llama/llama_index,10287,[Feature Request]: New OpenAI model `gpt-4-0125-preview` is not available,2024-01-26 09:24:13,2024-01-26 15:28:13,0.25277777777777777,6.066666666666666,364.0
microsoft/autogen,444,chromadb hardcoded path doesn't work in rag_chat in in kaggle kernal environment,2023-10-26 20:57:34,2023-10-27 03:02:20,0.25331018518518517,6.079444444444444,364.76666666666665
langchain-ai/langchain,857,Loading lc://chains/vector-db-qa/stuff/chain.json broken in 0.0.76,2023-02-03 00:02:24,2023-02-03 06:07:28,0.25351851851851853,6.084444444444444,365.06666666666666
microsoft/semantic-kernel,4709,Python: Error in Content Filtering Exception init,2024-01-23 13:27:16,2024-01-23 19:32:25,0.2535763888888889,6.085833333333333,365.15
run-llama/llama_index,17776,[Bug]: error: FlatReader.load_data() got an unexpected keyword argument 'fs' when using S3Reader,2025-02-10 22:39:10,2025-02-11 04:44:22,0.2536111111111111,6.086666666666667,365.2
microsoft/semantic-kernel,6922,.Net Agents - OpenAIAssistant function calling / tools not capturing function return value,2024-06-24 15:10:34,2024-06-24 21:15:50,0.2536574074074074,6.087777777777778,365.26666666666665
microsoft/autogen,629,fix compressible agent test error ,2023-11-11 13:57:09,2023-11-11 20:02:26,0.2536689814814815,6.088055555555556,365.28333333333336
deepset-ai/haystack,8110,docs: clean up docstrings of SentenceTransformersDocumentEmbedder,2024-07-29 07:03:16,2024-07-29 13:10:50,0.25525462962962964,6.126111111111111,367.56666666666666
deepset-ai/haystack,5807,Change `MemoryEmbeddingRetriever` to non-batch mode,2023-09-14 07:28:14,2023-09-14 13:37:21,0.2563310185185185,6.151944444444444,369.1166666666667
langchain-ai/langchain,18849,DOC: typo in tools documentation,2024-03-09 15:30:12,2024-03-09 21:39:19,0.2563310185185185,6.151944444444444,369.1166666666667
deepset-ai/haystack,4065,RayPipeline with a decision node fails,2023-02-06 03:41:14,2023-02-06 09:52:34,0.25787037037037036,6.188888888888889,371.3333333333333
deepset-ai/haystack,8011,Normalise the use of `importlib`,2024-07-11 08:02:14,2024-07-11 14:14:01,0.25818287037037035,6.1963888888888885,371.78333333333336
microsoft/autogen,3306,[.Net][Bug]: GroupChatExtension.SendAsync doesn't terminate chat when `IOrchestrator` return null as next agent ,2024-08-06 15:56:40,2024-08-06 22:13:01,0.26135416666666667,6.2725,376.35
microsoft/autogen,4072,Reset message type should be an agent method not a message,2024-11-05 23:24:25,2024-11-06 05:40:47,0.26136574074074076,6.272777777777778,376.3666666666667
microsoft/autogen,5910,"Ollama throw ""Object of type Message is not JSON serializable"" error",2025-03-12 14:43:06,2025-03-12 20:59:44,0.26155092592592594,6.277222222222222,376.6333333333333
run-llama/llama_index,14103,[Bug]: AttributeError: 'Anthropic' object has no attribute 'beta',2024-06-12 09:46:25,2024-06-12 16:04:15,0.26238425925925923,6.2972222222222225,377.8333333333333
microsoft/autogen,5098,Relax autogen studio python upper bound,2025-01-17 13:19:57,2025-01-17 19:37:54,0.2624652777777778,6.299166666666666,377.95
run-llama/llama_index,15719,[Bug]: FirecrawlWebReader Error while processing response,2024-08-29 18:29:00,2024-08-30 00:47:32,0.26287037037037037,6.308888888888889,378.53333333333336
run-llama/llama_index,14406,[Bug]: Perplexity LLM integration incorrectly recognizes chat model as a completion model,2024-06-26 13:35:06,2024-06-26 19:54:42,0.26361111111111113,6.326666666666667,379.6
microsoft/semantic-kernel,12719,Bug: Exceptions that occur in actors are not surfaced to the caller of orchestrations,2025-07-15 16:51:37,2025-07-15 23:11:24,0.26373842592592595,6.329722222222222,379.78333333333336
run-llama/llama_index,11045,"[Bug]: Uncaught Exception in ""default_parse_choice_select_answer_fn"" when using default LLMRerank pieces",2024-02-20 18:29:25,2024-02-21 00:52:34,0.2660763888888889,6.385833333333333,383.15
run-llama/llama_index,18981,[Bug]: Cannot initialize RedisVectorStore with only redis_url since v0.5.1,2025-06-05 11:16:53,2025-06-05 17:41:35,0.2671527777777778,6.411666666666667,384.7
run-llama/llama_index,16405,[Bug]: TypeError when saving message to ChatStore if return_direct=True was used in QueryEngineTool,2024-10-07 14:22:56,2024-10-07 20:49:49,0.2686689814814815,6.448055555555555,386.8833333333333
run-llama/llama_index,17994,[Bug]: Unable to set base_url properly for openai AzureOpenAI class,2025-03-03 14:23:07,2025-03-03 20:53:50,0.27133101851851854,6.5119444444444445,390.71666666666664
deepset-ai/haystack,8104,docs: clean up docstrings of DocumentCleaner,2024-07-29 06:13:37,2024-07-29 12:45:16,0.27197916666666666,6.5275,391.65
run-llama/llama_index,19166,[Bug]: Anthroptic Bedrock Breaking changes,2025-06-21 08:47:28,2025-06-21 15:19:19,0.27211805555555557,6.530833333333334,391.85
run-llama/llama_index,13434,[Bug]: Chatml messages_to_prompt ,2024-05-11 16:55:53,2024-05-11 23:27:57,0.2722685185185185,6.5344444444444445,392.06666666666666
langchain-ai/langchain,16368,"'Bing Search Results JSON' does not match '^[a-zA-Z0-9_-]{1,64}$' - 'functions.0.name' with new langchain 0.1 when using BingSearchResults into agent",2024-01-22 12:38:20,2024-01-22 19:11:04,0.27273148148148146,6.545555555555556,392.73333333333335
microsoft/autogen,6486,"After closing the sidebar of the team builder, clicking the 'create new team' button will result in an error.",2025-05-08 09:51:56,2025-05-08 16:24:57,0.27292824074074074,6.550277777777778,393.01666666666665
microsoft/autogen,1936,[Bug]: Images in introduction not showing,2024-03-09 22:11:17,2024-03-10 04:47:25,0.2750925925925926,6.602222222222222,396.1333333333333
run-llama/llama_index,15616,[Bug]: Gemini not working with llama-index ,2024-08-24 07:18:15,2024-08-24 14:01:51,0.2802777777777778,6.726666666666667,403.6
microsoft/semantic-kernel,12212,.Net: Bug: Packages downgrade (NU1005) with Semantic Kernel v.153,2025-05-21 08:12:09,2025-05-21 14:59:59,0.2832175925925926,6.7972222222222225,407.8333333333333
run-llama/llama_index,10212,[Bug]: Circular import on OpenAIPydanticProgram,2024-01-23 14:27:50,2024-01-23 21:17:12,0.2842824074074074,6.822777777777778,409.3666666666667
microsoft/semantic-kernel,2682,.Net: c#: Redis memory fails with 'Unknown index name' when trying to save things using the latest redis container,2023-09-01 09:09:23,2023-09-01 15:59:59,0.2851388888888889,6.843333333333334,410.6
run-llama/llama_index,18223,[Question]: Python 3.12,2025-03-21 13:17:54,2025-03-21 20:09:30,0.28583333333333333,6.86,411.6
langchain-ai/langchain,14589,Unable to dump/load custom classes since langchain_core 0.0.13,2023-12-12 10:16:56,2023-12-12 17:10:00,0.28685185185185186,6.884444444444444,413.06666666666666
langchain-ai/langchain,4791,Accept UUID list as an argument to add texts and documents into Weaviate vectorstore,2023-05-16 15:31:48,2023-05-16 22:26:48,0.2881944444444444,6.916666666666667,415.0
deepset-ai/haystack,7235, Docstrings - `haystack.generators.chat`,2024-02-28 09:38:34,2024-02-28 16:33:48,0.28835648148148146,6.920555555555556,415.23333333333335
run-llama/llama_index,13316,[Bug]: ValueError is not handled in extract_table_summaries,2024-05-07 09:25:12,2024-05-07 16:21:53,0.2893634259259259,6.9447222222222225,416.68333333333334
microsoft/autogen,4706,Add v1 documentation for AutoGen Studio to v0.4 website.,2024-12-15 00:02:33,2024-12-15 06:59:27,0.2895138888888889,6.948333333333333,416.9
microsoft/autogen,5248,"[Bug] Official Autogen tutorial ""Using Termination Conditions"" does not work as expected",2025-01-29 11:56:30,2025-01-29 18:53:38,0.28967592592592595,6.952222222222222,417.1333333333333
deepset-ai/haystack,6388,`PyPDFToDocument` 2.0 is not JSON-serializable due to its `DefaultConverter`,2023-11-23 07:38:12,2023-11-23 14:37:21,0.29107638888888887,6.985833333333333,419.15
letta-ai/letta,434,Context window from configure not being used in agent `config.json`,2023-11-12 23:58:35,2023-11-13 06:59:42,0.2924421296296296,7.018611111111111,421.1166666666667
microsoft/semantic-kernel,3658,.Net: Clean Up Old Streaming API's,2023-11-24 13:47:03,2023-11-24 20:48:22,0.29258101851851853,7.021944444444444,421.31666666666666
run-llama/llama_index,17621,[Feature Request]: Deepseek LLM Integration for Python,2025-01-25 08:14:01,2025-01-25 15:19:17,0.29532407407407407,7.087777777777778,425.26666666666665
run-llama/llama_index,16526,[Bug]: `llm.structured_predict` fails with Databricks LLM due to `tool_choice` kwarg,2024-10-14 08:31:41,2024-10-14 15:40:02,0.29746527777777776,7.139166666666667,428.35
run-llama/llama_index,17835,[Documentation]: two 'validation_schema' defined in the program example,2025-02-17 08:15:11,2025-02-17 15:24:04,0.29783564814814817,7.148055555555556,428.8833333333333
microsoft/semantic-kernel,8983,.Net: Bug: Regression for ChatCompletion with OpenAPI plugin,2024-09-25 12:39:10,2024-09-25 19:49:09,0.298599537037037,7.166388888888889,429.98333333333335
run-llama/llama_index,9831,[Bug]:  elasticsearch     test_check_user_agent failed,2024-01-04 08:09:38,2024-01-04 15:21:43,0.30005787037037035,7.201388888888889,432.0833333333333
microsoft/semantic-kernel,12351,".Net Bug: Null reference exception, AI Foundry Agent Service using Bing knowledge",2025-06-03 08:17:27,2025-06-03 15:30:15,0.3005555555555556,7.213333333333333,432.8
langchain-ai/langchain,7982,TypeError: create_extraction_chain() got an unexpected keyword argument 'verbose',2023-07-20 06:39:12,2023-07-20 13:52:15,0.30072916666666666,7.2175,433.05
deepset-ai/haystack,7233,API Docs - `haystack.generators.chat`,2024-02-28 09:19:08,2024-02-28 16:33:49,0.3018634259259259,7.244722222222222,434.68333333333334
run-llama/llama_index,19125,[Bug]: tests of thinking mode for ollama failed,2025-06-18 09:00:11,2025-06-18 16:19:34,0.3051273148148148,7.323055555555555,439.3833333333333
microsoft/autogen,5217,".NET add runtime interface for send_message to match python, remove the SendRPCRequest/Response",2025-01-27 07:53:37,2025-01-27 15:14:09,0.30592592592592593,7.342222222222222,440.53333333333336
letta-ai/letta,1948,Groq models are not being loaded,2024-10-28 13:52:37,2024-10-28 21:13:12,0.30596064814814816,7.343055555555556,440.5833333333333
run-llama/llama_index,15147,[Documentation]: get region error when use Bedrock llm client following the related docs.,2024-08-05 03:20:02,2024-08-05 10:41:30,0.30657407407407405,7.357777777777778,441.46666666666664
run-llama/llama_index,17084,[Documentation]: Sambanova Integration Issues: Package Names Mismatch and Import Errors,2024-11-27 08:16:55,2024-11-27 15:38:55,0.30694444444444446,7.366666666666666,442.0
microsoft/autogen,4197,Make import self-consistent in large code blocks in agent chat tutorial.,2024-11-14 21:02:17,2024-11-15 04:25:17,0.3076388888888889,7.383333333333334,443.0
run-llama/llama_index,9479,[Bug]: persist_dir is passed but never used ,2023-12-13 07:43:03,2023-12-13 15:06:42,0.30809027777777775,7.394166666666667,443.65
deepset-ai/haystack,8273,Discord link broken in readme,2024-08-23 01:03:28,2024-08-23 08:29:57,0.31005787037037036,7.441388888888889,446.48333333333335
langchain-ai/langchain,24654,[Regression] SSL verification for requests wrapper crashes for async requests,2024-07-25 07:42:21,2024-07-25 15:09:23,0.3104398148148148,7.450555555555556,447.03333333333336
langchain-ai/langchain,29765,vectorstore.py for chroma throws a ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all(),2025-02-12 19:09:53,2025-02-13 02:39:17,0.3120833333333333,7.49,449.4
microsoft/autogen,5452,Improve doc for SelectorGroupChat regarding human in the loop,2025-02-08 18:38:36,2025-02-09 02:08:15,0.31225694444444446,7.494166666666667,449.65
run-llama/llama_index,14122,"[Bug]: TypeError: expected str instance, int found when calling lazy_load_data method in llama_index/readers/mongodb/base.py",2024-06-13 14:32:34,2024-06-13 22:02:57,0.3127662037037037,7.506388888888889,450.3833333333333
run-llama/llama_index,9099,[Bug]: _llm_extract_triplets prints data to stdout,2023-11-22 20:14:51,2023-11-23 03:46:17,0.3134953703703704,7.523888888888889,451.43333333333334
langchain-ai/langchain,7569,Issue: Document loader for Notion DB doesn't supports some properties,2023-07-12 00:02:03,2023-07-12 07:34:56,0.31450231481481483,7.548055555555556,452.8833333333333
run-llama/llama_index,8907,[Bug]: TextNode object has no attribute __fields_set__,2023-11-14 08:37:18,2023-11-14 16:11:48,0.315625,7.575,454.5
run-llama/llama_index,18842,[Bug]: Resuming AgentWorkflow after receiving InputRequiredEvent,2025-05-25 14:58:13,2025-05-25 22:33:19,0.31604166666666667,7.585,455.1
run-llama/llama_index,17191,[Question]: When llama-index-core will be updated to use latest pydantic version 2.10.3,2024-12-07 20:54:45,2024-12-08 04:30:19,0.31636574074074075,7.592777777777778,455.56666666666666
run-llama/llama_index,14048,[Bug]: ModuleNotFoundError: No module named 'vllm.model_executor.parallel_utils'.,2024-06-10 08:15:16,2024-06-10 15:52:10,0.3172916666666667,7.615,456.9
crewAIInc/crewAI,2475,[BUG] Multimodal Agent Validation Errors with Image Processing,2025-03-26 12:01:50,2025-03-26 19:40:25,0.3184606481481482,7.643055555555556,458.5833333333333
run-llama/llama_index,17758,[Documentation]: add instructions for how to add the shell plugin to poetry,2025-02-08 18:27:02,2025-02-09 02:06:12,0.31886574074074076,7.652777777777778,459.1666666666667
microsoft/autogen,4852,Move `autogen_core.base.intervention` contents out to root module,2024-12-30 13:30:15,2024-12-30 21:09:38,0.3190162037037037,7.6563888888888885,459.3833333333333
microsoft/semantic-kernel,4991,.Net: OpenApi function generation hits JSON serialization error for deep structures,2024-02-13 02:28:14,2024-02-13 10:12:07,0.3221412037037037,7.731388888888889,463.8833333333333
microsoft/semantic-kernel,10162,Python: Bug:,2025-01-13 10:30:50,2025-01-13 18:17:40,0.3241898148148148,7.780555555555556,466.8333333333333
letta-ai/letta,15,Requirements file lists built-in `sqlite3` package,2023-10-17 12:19:23,2023-10-17 20:06:39,0.32449074074074075,7.7877777777777775,467.26666666666665
microsoft/semantic-kernel,10942,Python: Bug: Breaking Change in 1.22 AzureAssistantAgent,2025-03-12 17:15:44,2025-03-13 01:03:34,0.32488425925925923,7.7972222222222225,467.8333333333333
run-llama/llama_index,16782,[Question]: EmptyIndex,2024-11-01 13:00:20,2024-11-01 20:49:09,0.32556712962962964,7.813611111111111,468.81666666666666
deepset-ai/haystack,4914,Upgrade transformers to 4.29.1,2023-05-15 07:20:19,2023-05-15 15:11:24,0.3271412037037037,7.851388888888889,471.0833333333333
langchain-ai/langchain,655,table naming issue with SQLAlchemy,2023-01-19 15:38:13,2023-01-19 23:33:46,0.33024305555555555,7.925833333333333,475.55
deepset-ai/haystack,8718,Remove `NLTKDocumentSplitter`,2025-01-15 08:14:29,2025-01-15 16:11:52,0.3315162037037037,7.956388888888889,477.3833333333333
letta-ai/letta,723,memgpt load directory with hugging-face embeddings fails to parse embed response,2023-12-27 22:08:53,2023-12-28 06:09:30,0.3337615740740741,8.010277777777778,480.6166666666667
microsoft/autogen,6013,Support cancellation for `DockerCommandLineCodeExecutor`.,2025-03-19 20:26:11,2025-03-20 04:29:03,0.33532407407407405,8.047777777777778,482.8666666666667
langchain-ai/langchain,14342,Error: ,2023-12-06 11:09:11,2023-12-06 19:12:51,0.33587962962962964,8.061111111111112,483.6666666666667
langchain-ai/langchain,674,test_faiss_with_metadatas: key mismatch in assert,2023-01-21 16:02:54,2023-01-22 00:08:16,0.3370601851851852,8.089444444444444,485.3666666666667
run-llama/llama_index,10923,[Question]: Do you foresee VERSION under llama_index.core ,2024-02-17 17:28:18,2024-02-18 01:33:57,0.33725694444444443,8.094166666666666,485.65
microsoft/semantic-kernel,3171,Python: improve ai service usability for chat/text completions,2023-10-13 08:58:41,2023-10-13 17:04:24,0.33730324074074075,8.095277777777778,485.71666666666664
deepset-ai/haystack,5510,leading whitespace is missing in the generated text when using `stop_wods`,2023-08-04 07:29:42,2023-08-04 15:40:20,0.3407175925925926,8.177222222222222,490.6333333333333
run-llama/llama_index,19486,[Bug]: IngestionPipeline error on update to 0.12.48,2025-07-21 13:19:52,2025-07-21 21:31:03,0.34109953703703705,8.186388888888889,491.18333333333334
letta-ai/letta,2031,Getting `unexpected keyword argument 'user_id'` when deleting a tool,2024-11-13 12:55:46,2024-11-13 21:07:24,0.34141203703703704,8.193888888888889,491.6333333333333
letta-ai/letta,980,Azure OpenAI: KeyError: 'function_call',2024-02-09 14:49:21,2024-02-09 23:01:58,0.3420949074074074,8.210277777777778,492.6166666666667
run-llama/llama_index,14822,[Bug]: AgentRunStepStartEvent may be dispatched without associated TaskStep,2024-07-18 18:41:21,2024-07-19 02:54:38,0.3425578703703704,8.221388888888889,493.28333333333336
run-llama/llama_index,18899,[Feature Request]: Milvus 2.5.12 for Multi-language Analyzers,2025-05-30 11:28:29,2025-05-30 19:46:01,0.34550925925925924,8.292222222222222,497.53333333333336
letta-ai/letta,2590,AttributeError in GoogleAIClient: missing _clean_google_ai_schema_properties method,2025-04-25 07:34:06,2025-04-25 15:53:00,0.3464583333333333,8.315,498.9
microsoft/semantic-kernel,6509,Python: Update SessionsPythonTool to API version 2024-02-02-preview,2024-06-03 22:47:19,2024-06-04 07:07:10,0.3471180555555556,8.330833333333333,499.85
microsoft/semantic-kernel,11393,Python: Bug: AzureAIAgents don't properly form FunctionCallContent due to incorrect instance check,2025-04-07 02:41:30,2025-04-07 11:01:55,0.34751157407407407,8.340277777777779,500.4166666666667
deepset-ai/haystack,4591,[Docs] Fix seq2seqgenerator api docs -> wrong models,2023-04-04 06:25:44,2023-04-04 14:48:16,0.3489814814814815,8.375555555555556,502.53333333333336
microsoft/autogen,6419,ModuleNotFoundError: No module named 'opentelemetry.exporter' even though the package opentelemetry-sdk has been installed,2025-04-28 11:08:38,2025-04-28 19:31:20,0.3490972222222222,8.378333333333334,502.7
run-llama/llama_index,9666,"[Documentation]: typo, should be retrieval not retireval",2023-12-22 07:09:02,2023-12-22 15:32:12,0.3494212962962963,8.386111111111111,503.1666666666667
microsoft/autogen,6353,Teams with agents that contain duplicated produced_message_types result in an ValueError exception,2025-04-21 20:11:38,2025-04-22 04:39:16,0.35252314814814817,8.460555555555555,507.6333333333333
run-llama/llama_index,10964,[Bug]: postprocessor/rankGPT_rerank.py has wrong OpenAI import,2024-02-19 07:46:47,2024-02-19 16:14:35,0.3526388888888889,8.463333333333333,507.8
run-llama/llama_index,17152,[Bug]: ,2024-12-05 07:37:54,2024-12-05 16:06:48,0.3534027777777778,8.481666666666667,508.9
run-llama/llama_index,15824,"[Bug]: AssertionError assert isinstance(node, BaseNode) or node is None",2024-09-04 08:18:16,2024-09-04 16:47:13,0.3534375,8.4825,508.95
run-llama/llama_index,8857,"[Question]: Building RAG from scratch example code issue, help",2023-11-11 09:27:08,2023-11-11 17:56:15,0.35355324074074074,8.485277777777778,509.1166666666667
run-llama/llama_index,15255,[Documentation]: Fix Import Statement in 'Using as a Retriever' Section,2024-08-09 12:28:51,2024-08-09 20:58:50,0.3541550925925926,8.499722222222223,509.98333333333335
run-llama/llama_index,10708,[Bug]: KnowledgeGraphIndex.as_retriever ignores 'retriever_mode' parameter,2024-02-14 14:12:24,2024-02-14 22:43:23,0.35484953703703703,8.516388888888889,510.98333333333335
microsoft/autogen,5994,Autogen 0.4.9.2 doesn't work with OpenAI 1.66.3,2025-03-18 20:48:37,2025-03-19 05:20:06,0.35519675925925925,8.524722222222222,511.48333333333335
deepset-ai/haystack,5052,Extract cli from preview package,2023-05-31 08:02:24,2023-05-31 16:34:16,0.355462962962963,8.53111111111111,511.8666666666667
deepset-ai/haystack,6906,Component secret management - Update tutorials,2024-02-05 10:00:10,2024-02-05 18:33:23,0.35640046296296296,8.553611111111111,513.2166666666667
run-llama/llama_index,9551,[Bug]: Error with ollama chat option.,2023-12-15 20:19:05,2023-12-16 05:01:18,0.36265046296296294,8.703611111111112,522.2166666666667
run-llama/llama_index,16582,[Bug]: Wrong type annotation for LLM.(a)structured_predict,2024-10-17 07:07:35,2024-10-17 15:52:23,0.36444444444444446,8.746666666666666,524.8
microsoft/semantic-kernel,10521,.Net: Bug: Postgres Connector create Index failed,2025-02-13 08:39:48,2025-02-13 17:27:05,0.36616898148148147,8.788055555555555,527.2833333333333
run-llama/llama_index,12542,[Bug]: DuckDBVectorStore fails with error: missing 1 required positional argument: 'embed_dim',2024-04-03 16:41:59,2024-04-04 01:31:08,0.36746527777777777,8.819166666666666,529.15
run-llama/llama_index,10776,"[Bug]: SageMakerEmbedding class deserialize_output does not contain a ""vectors"" key",2024-02-16 07:22:55,2024-02-16 16:12:34,0.3678125,8.8275,529.65
deepset-ai/haystack,8134,clean up SentenceWindowRetriever docstrings,2024-08-01 07:15:21,2024-08-01 16:05:32,0.3681828703703704,8.836388888888889,530.1833333333333
run-llama/llama_index,16805,[Bug]: Chroma Persist Client raises a ValueError when retrieving nodes,2024-11-03 20:01:11,2024-11-04 04:55:24,0.3709837962962963,8.903611111111111,534.2166666666667
run-llama/llama_index,15847,[Bug]: Fail to load images from a remote filesystem,2024-09-05 08:31:54,2024-09-05 17:27:41,0.3720717592592593,8.929722222222223,535.7833333333333
microsoft/autogen,5982,Unable to dump_component for OpenAIChatCompletionClient using a pydantic as response_format,2025-03-17 18:18:10,2025-03-18 03:14:44,0.3726157407407407,8.942777777777778,536.5666666666667
run-llama/llama_index,11029,"[Bug]: VllmServer returns ""Exception: can only concatenate str (not ""NoneType"") to str"" with stream_complete",2024-02-20 15:27:20,2024-02-21 00:25:24,0.3736574074074074,8.967777777777778,538.0666666666667
microsoft/semantic-kernel,12296,Python: Bug: Streaming replies error – final ResponseOutputMessage missing .delta on large runs,2025-05-28 15:51:50,2025-05-29 00:51:06,0.37449074074074074,8.987777777777778,539.2666666666667
langchain-ai/langchain,23716,"Within async context, `RunnableWithMessageHistory` calls sync `.messages` property instead of async `.aget_messages()` method",2024-07-01 09:33:35,2024-07-01 18:33:06,0.3746643518518519,8.991944444444444,539.5166666666667
run-llama/llama_index,12180,[Bug]: AttributeError: 'NoneType' object has no attribute 'wait',2024-03-22 15:05:53,2024-03-23 00:06:12,0.3752199074074074,9.005277777777778,540.3166666666667
microsoft/autogen,2179,[Bug]: LookupError: <ContextVar name='default_iostream' at 0x7f19107cda30>,2024-03-28 05:59:38,2024-03-28 15:01:01,0.37596064814814817,9.023055555555555,541.3833333333333
run-llama/llama_index,12713,[Documentation]: Args for Postgres Docstore and KVStore Reference Mongo,2024-04-10 21:37:42,2024-04-11 06:41:29,0.3776273148148148,9.063055555555556,543.7833333333333
microsoft/semantic-kernel,2089,.NET: Package Azure.AI.OpenAI beta 6 release breaking change,2023-07-20 13:30:31,2023-07-20 22:38:04,0.38024305555555554,9.125833333333333,547.55
run-llama/llama_index,13553,[Bug]: Ollama achat method.,2024-05-17 11:14:14,2024-05-17 20:26:11,0.38329861111111113,9.199166666666667,551.95
microsoft/semantic-kernel,9638,".Net: Bug: .NET, OpenAI Assistant An item with the same key has already been added. Key: step_",2024-11-11 13:08:48,2024-11-11 22:24:04,0.38560185185185186,9.254444444444445,555.2666666666667
run-llama/llama_index,14165,[Bug]: Gemini.stream_chat is missing @llm_chat_callback(),2024-06-15 05:07:12,2024-06-15 14:23:33,0.38635416666666667,9.2725,556.35
microsoft/autogen,3453,[Bug]: LocalCommandLineCodeExecutor decode error,2024-08-30 11:16:42,2024-08-30 20:36:48,0.38895833333333335,9.335,560.1
microsoft/semantic-kernel,3952,Remove pluginName from CreateFunctionFromPromptYaml,2023-12-05 00:39:16,2023-12-05 10:01:01,0.39010416666666664,9.3625,561.75
run-llama/llama_index,19231,[Bug]: claude 4 model not available in provider list,2025-06-26 13:03:14,2025-06-26 22:28:00,0.39219907407407406,9.412777777777778,564.7666666666667
run-llama/llama_index,17654,[Bug]: WorkflowRuntimeError: Error in step 'run_agent_step':  when running non OpenAI LLM,2025-01-28 09:03:36,2025-01-28 18:32:33,0.39510416666666665,9.4825,568.95
run-llama/llama_index,11895,[Bug]: pymupdf must be an optional dependency because it's AGPLv3 licensed,2024-03-13 12:14:32,2024-03-13 21:45:46,0.3966898148148148,9.520555555555555,571.2333333333333
microsoft/semantic-kernel,1631,SetRegisteredFunctions don't fail if the function / skill is not present,2023-06-21 14:39:42,2023-06-22 00:11:12,0.396875,9.525,571.5
run-llama/llama_index,19629,[Feature Request]: Update llama-index-experimental for GPT-5 support,2025-08-09 08:17:20,2025-08-09 17:51:08,0.3984722222222222,9.563333333333333,573.8
langchain-ai/langchain,19848,Chroma db Code changed thats why unable to access the vectorstore from ChromaDB for embeddings,2024-04-01 07:33:39,2024-04-01 17:10:45,0.40076388888888886,9.618333333333334,577.1
microsoft/semantic-kernel,12156,.Net: Bug: Unable to install Microsoft.SemanticKernel.Agents.Orchestration v1.51.0-preview,2025-05-19 06:52:38,2025-05-19 16:30:27,0.4012615740740741,9.630277777777778,577.8166666666667
microsoft/semantic-kernel,3951,CreateFunctionFromPromptYamlResource doesn't get the resource from the right assembly,2023-12-05 00:37:12,2023-12-05 10:15:23,0.4015162037037037,9.636388888888888,578.1833333333333
microsoft/autogen,5423,[Python] Samples to show how to use UserProxyAgent that takes user feedback from a frontend,2025-02-07 10:39:04,2025-02-07 20:17:57,0.4020023148148148,9.648055555555555,578.8833333333333
microsoft/semantic-kernel,3958,.Net: output_variable is not a valid property on the YAML schema,2023-12-05 01:18:19,2023-12-05 10:59:10,0.40336805555555555,9.680833333333334,580.85
deepset-ai/haystack,4693,[Docs] Add WebRetriever API,2023-04-18 05:38:37,2023-04-18 15:19:59,0.40372685185185186,9.689444444444444,581.3666666666667
microsoft/autogen,4716,"""Extentions"" link under ""API-Layering"" main README.md file is broken",2024-12-15 20:01:39,2024-12-16 05:46:02,0.4058217592592593,9.739722222222222,584.3833333333333
run-llama/llama_index,15856,[Bug]: Incorrect deserialization for ImageDocument objects,2024-09-05 13:23:52,2024-09-05 23:08:17,0.4058449074074074,9.740277777777777,584.4166666666666
run-llama/llama_index,14620,[Bug]: ,2024-07-08 06:57:08,2024-07-08 16:41:39,0.4059143518518519,9.741944444444444,584.5166666666667
run-llama/llama_index,13589,[Documentation]: Add Upstage llm and embedding in document,2024-05-20 02:37:03,2024-05-20 12:23:24,0.4071875,9.7725,586.35
deepset-ai/haystack,2493,Error for dotproduct metric in PineconeDocumentStore,2022-05-03 21:36:25,2022-05-04 07:24:11,0.4081712962962963,9.796111111111111,587.7666666666667
run-llama/llama_index,8853,[Bug]: Validation Error for tools in OpenAI Assistant Agent example,2023-11-11 07:57:59,2023-11-11 17:46:11,0.40847222222222224,9.803333333333333,588.2
run-llama/llama_index,12831,[Bug]: Resource exhausted error when inserting data into Milvus,2024-04-15 08:36:30,2024-04-15 18:26:26,0.40967592592592594,9.832222222222223,589.9333333333333
microsoft/semantic-kernel,8840,.Net: Sample to show how to provide different functions,2024-09-17 10:43:41,2024-09-17 20:34:48,0.4104976851851852,9.851944444444445,591.1166666666667
run-llama/llama_index,17533,[Bug]: Gigachat LLM Availability - Package not accessible despite merged PR,2025-01-16 17:50:32,2025-01-17 03:44:07,0.4122106481481482,9.893055555555556,593.5833333333334
microsoft/autogen,6941,Documentation: Update stable release version in README.md,2025-08-18 18:33:37,2025-08-19 04:27:35,0.41247685185185184,9.899444444444445,593.9666666666667
langchain-ai/langchain,19947,`langchain.chains.load_chain` fails with `RuntimeError: Loading from the deprecated github-based Hub ...` in langchain 0.1.14 and langchain-core  0.1.39,2024-04-03 07:06:26,2024-04-03 17:00:27,0.41251157407407407,9.900277777777777,594.0166666666667
microsoft/autogen,6558,CodeExecutorAgent Prompt Misuse,2025-05-19 10:55:18,2025-05-19 20:49:23,0.4125578703703704,9.901388888888889,594.0833333333334
letta-ai/letta,1070,Not able to load a preset persona or create a persona ; crashes regardless,2024-02-29 18:56:36,2024-03-01 04:51:34,0.4131712962962963,9.91611111111111,594.9666666666667
deepset-ai/haystack,4077,feat: Support the use of multiple `RayPipelines` from the same app,2023-02-07 00:05:59,2023-02-07 10:01:09,0.4133101851851852,9.919444444444444,595.1666666666666
